track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
7tbyiwnLhtKYXNMjCZ60BT,Intro,Quality Control,59,1y1l71S4ZveVZQRuqcZk0u,Intro,2019-08-01,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.88,0.569,2,-5.497,1,0.274,0.141,0.0,0.673,0.141,137.024,215345
0lwkTJnLBVWvEnxtku7Msy,Alright,Logic,64,1Mk7Lei0Ra3hawezqmad5V,Under Pressure (Deluxe),2014-10-21,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.807,0.693,11,-5.056,1,0.0481,0.0504,7.75e-06,0.0762,0.142,127.035,218280
55Q46o5adtSobImSKrrlqW,Top,Lil Uzi Vert,67,5WrbKW1nRN4vSsu70uizxX,Luv Is Rage,2015-12-18,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.776,0.762,0,-4.356,1,0.216,0.193,0.0,0.18,0.678,120.039,236000
3rOSwuTsUlJp0Pu0MkN8r8,Mask Off,Future,46,4YtTX4GPvBvewbJvBfXCS2,FUTURE,2017-08-04,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600
34oWbFBfGEElvgO0a5c9V4,No Flockin',Kodak Black,71,12YTH28wiBXQ16gvWOCMLU,No Flockin',2015-11-13,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.943,0.595,5,-8.372,0,0.191,0.0673,0.0,0.0839,0.815,117.532,165291
0egGmGkZ8maYdEYo4RrVsZ,Lemme Freak,Lil Dicky,63,5eLVoIPq7P3Bu29lVgD4x0,Professional Rapper,2015-07-31,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.8,0.656,5,-5.874,0,0.114,0.0144,0.0,0.354,0.436,119.921,285894
19gEmPjfqSZT0ulDRfjl0m,Hot N*gga,Bobby Shmurda,74,5ptl9Sheh9eWaogxFOZ3PV,Hot N*gga,2014-07-25,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.794,0.51,9,-7.314,1,0.42,0.0505,1.81e-06,0.0562,0.18,167.879,194561
3sz2fvkHUhBip8r9i8HqeV,Down For Me,G-Eazy,61,3fPVpa5c6VFluIWqn176sV,Step Brothers,2017-04-11,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.545,0.601,1,-7.85,0,0.298,0.0454,0.0,0.164,0.346,95.848,203613
4uQ7wYsuL0DryknoDc11Hk,Norf Norf,Vince Staples,70,4Csoz10NhNJOrCTUoPBdUD,Summertime '06,2015-06-30,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.925,0.548,7,-6.572,1,0.0658,0.394,0.000128,0.11,0.0922,100.015,183160
6HK4YGOpZr1ost68QP3ul0,Ride Slow,Russ,70,0lUL92det7mZ4DaHYmiUEC,There's Really A Wolf,2017-05-05,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.737,0.429,4,-10.252,0,0.0785,0.632,0.0,0.104,0.147,99.955,185400
1cTZMwcBJT0Ka3UJPXOeeN,Nice For What,Drake,18,1ZGxGu4fMROqmZsFSoepeE,Nice For What,2018-04-06,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.567,0.913,8,-6.471,1,0.0736,0.0934,0.000124,0.114,0.792,93.35,210926
29gsi1zZrZxdStACmTQB0Z,Studio,ScHoolboy Q,67,7Et3bSTLLqdABO1qCxUplS,Oxymoron (Deluxe),2014-01-01,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.709,0.589,8,-7.776,0,0.0433,0.0507,0.0,0.0585,0.58,133.922,278067
4T0ScSPdQKmGvruK7pavNP,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,56,4DGTGynJ1c17ElQpAbDAqV,"Flex (Ooh, Ooh, Ooh) - Single",2015-02-10,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.726,0.607,2,-7.68,1,0.0498,0.0389,0.0,0.19,0.891,81.997,176744
2rmq49FcJ4U3wh1Z7C9UxE,IV. Sweatpants,Childish Gambino,5,0zi2TaQkYxfXIBvl2yTjQJ,Because The Internet,2013-01-01,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.644,0.479,4,-8.352,1,0.177,0.169,0.0,0.639,0.612,79.929,180680
0D21XvHcVsIvJM6FcGY2BT,OOOUUU,Young M.A,64,0o7QxqeqhALehCfm0kpJJo,OOOUUU,2016-05-20,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.64,0.819,7,-4.108,1,0.455,0.533,0.0,0.156,0.623,166.012,234526
2P3SLxeQHPqh8qKB6gtJY2,Poetic Justice,Kendrick Lamar,68,3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",2012,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.779,0.572,6,-9.985,0,0.378,0.157,0.0,0.246,0.647,135.956,300160
0sr5LOMv4x0jmTYfe6oOvP,Back Up,DeJ Loaf,68,06KRobP4coZ4I6Kfgxb1FV,#AndSeeThatsTheThing,2015-07-31,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.816,0.535,9,-8.302,1,0.338,0.147,4.53e-06,0.176,0.435,80.012,241267
1hsCcm0xujceILNvgRfrVB,Big Fish,Vince Staples,1,22mvgB51PRJNYckzgeHNUv,Big Fish,2017-05-18,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.893,0.551,3,-5.878,0,0.341,0.455,9.15e-06,0.351,0.697,99.986,198053
6hYdhO1BF8V03tuF8pADKP,"Or Nah (feat. Wiz Khalifa) - Live at the Village, Los Angeles, CA",Ty Dolla $ign,50,06fX7PRgASxHLhhn9F4fXH,Spotify Session,2016-02-19,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.703,0.423,8,-8.589,0,0.0406,0.0385,0.0,0.0476,0.265,121.991,263142
73WVn9jXiLvjO0jq6x4hYX,Sub Me In,Futuristic,55,7gvpGnuSbkkipRfLIdz02K,Coast 2 Coast,2015-12-25,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.67,0.868,10,-6.738,0,0.202,0.177,0.0,0.666,0.679,140.236,218445
5lFDtgWsjRJu8fPOAyJIAK,Back To Back,Drake,69,79qV4McLzhs8U3FyRKnocz,Back To Back,2015-07-31,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.893,0.48,1,-3.728,0,0.356,0.00854,0.0,0.116,0.382,86.976,170638
7aeC8XRoU9s8b0OPUfUbtJ,Friends,Andy Mineo,52,0R1Eo8UVrKyn6Vo0rxFuNP,II: The Sword,2018-09-21,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.683,0.664,0,-6.644,1,0.165,0.0217,0.0,0.347,0.444,148.808,173844
5u5VZaUmYMZiFed9jFWebf,Valet (feat. Fetty Wap and 2 Chainz),Eric Bellinger,57,0xOO5G2OS3mjZM6hxOvJ8S,Valet (feat. Fetty Wap and 2 Chainz),2015-07-31,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.747,0.538,1,-5.217,1,0.044,0.0333,0.0,0.116,0.338,93.937,204324
6SwRhMLwNqEi6alNPVG00n,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,73,4eLPsYPBmXABThSJ821sqY,DAMN.,2017-04-14,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.658,0.535,9,-8.983,0,0.0573,0.0265,0.0,0.2,0.419,110.684,227360
7DTlsMOQjGysXHpwwpHuPl,Lifestyle,Rich Gang,69,4EZDdNda2DHRyqoDgTpS4l,Lifestyle,2014-06-05,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.546,0.667,1,-5.236,1,0.274,0.0152,0.0,0.0895,0.471,87.666,269693
27GmP9AWRs744SzKcpJsTZ,Jumpman,Drake,75,1ozpmkWcCHwsQ4QTnxOOdT,What A Time To Be Alive,2015-09-20,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.852,0.553,1,-7.286,1,0.187,0.0563,0.0,0.332,0.656,142.072,205879
029QP3fFtLaW9B9RKr8DAg,Say My Name,Lil Yachty,54,6upTR3RFKR7K20OnHRXDkL,Teenage Emotions,2017-05-26,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.798,0.553,10,-6.296,0,0.348,0.102,0.0,0.113,0.158,144.052,186680
5hfpu8saHLGedbHRtNCYjm,Trap Paris (feat. Quavo & Ty Dolla $ign),Machine Gun Kelly,59,3yWRq9Dd2UO5xyqxTjLDmp,bloom,2017-05-12,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.967,0.646,4,-4.818,0,0.0593,0.0242,2.31e-06,0.0916,0.2,124.994,203000
610BVUQMZpmt3eROWX9ZC1,Say It,Tory Lanez,6,4uDtOxqqMWCGpPUVgKvxCc,Say It,2015-07-31,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.558,0.521,11,-10.125,0,0.0551,0.0874,2.99e-06,0.21,0.287,107.299,236893
33JcUj9qQDayKswunZP9ar,Best Friend,Young Thug,65,4YqXHbPtEXINS3CBtKfCyO,Best Friend,2015-11-20,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.959,0.598,8,-5.534,1,0.0713,0.0358,0.0,0.358,0.408,127.029,213000
6HSqyfGnsHYw9MmIpa9zlZ,Forever,Drake,67,55UhXq8grzHPga0we8mEL3,More Than A Game,2009-01-01,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.415,0.926,5,-1.304,0,0.374,0.253,0.0,0.256,0.542,158.423,357347
1wJRveJZLSb1rjhnUHQiv6,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,85,3r5hf3Cj3EMh1C2saQ8jyt,Hoodie SZN,2018-12-21,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,189487
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,94,2uDTi1PlpSpvAv7IRAoAEU,HIGHEST IN THE ROOM,2019-10-04,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721
6fTt0CH2t0mdeB2N9XFG5r,Panini,Lil Nas X,84,4IRiXE5NROxknUSAUSjMoO,7 EP,2019-06-21,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,114893
63cd4JkwGgYJrbOizbfmsp,Pure Water (with Migos),Mustard,31,1ypNy6o0C2ZbuuPPYkavVl,Pure Water (with Migos),2019-01-16,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.68,0.559,0,-5.545,1,0.129,0.172,0.0,0.318,0.137,202.006,194520
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),Meek Mill,85,6UYZEYjpN1DYRW0kqFy9ZE,Championships,2018-11-30,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,180522
51w9Jbat1pLeWINGCpnQUR,TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,Tory Lanez,73,5gj88AvRakDbbIUtC7cDzZ,TAlk tO Me (with Rich The Kid feat. Lil Wayne) [Remix],2018-11-27,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.698,0.66,0,-7.883,1,0.052,0.0226,0.0,0.0622,0.451,159.949,248521
3s4mrPrEFFPF0LmAfutW0n,The London (feat. J. Cole & Travis Scott),Young Thug,79,1bnHPO4dKK7IjvgrtVBcQh,So Much Fun,2019-08-16,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.784,0.517,4,-8.981,0,0.209,0.0249,1.44e-06,0.155,0.206,97.991,200187
2zjGJ0dChMR0KxBZS15aqo,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,82,2WrNHOba5u6P9S9xEboaUy,Perfect Ten,2019-06-28,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.883,0.525,2,-8.054,0,0.0633,0.189,0.0,0.0971,0.312,99.978,174100
78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),Lil Baby,84,2yXnY2NiaZk9QiJJittS81,Drip Harder,2018-10-05,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,145543
6vWEAOUSxohKxhp0K1BsxL,Mixed Personalities (feat. Kanye West),YNW Melly,80,09b9NC1oQbYaHcacgXn66k,We All Shine,2019-01-18,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.661,0.44,2,-9.104,1,0.0803,0.457,0.0,0.128,0.352,149.937,230400
6vBdBCoOhKHiYDDOcorfNo,Goodbyes (Feat. Young Thug),Post Malone,51,4FFBjcmX06VmazABtpRMyv,Goodbyes (Feat. Young Thug),2019-07-05,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.58,0.653,5,-3.818,1,0.0745,0.447,0.0,0.111,0.175,150.231,174960
2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,J. Cole,86,3XzSOIE6zGLliuqsVGLmUc,MIDDLE CHILD,2019-01-23,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,213594
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,Travis Scott,87,41GuZcammIkupMPKH2OJ6I,ASTROWORLD,2018-08-03,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,312820
6uFn47ACjqYkc0jADwEdj1,Pop Out (feat. Lil Tjay),Polo G,84,26ztFK3E69j5THJQdyxC5w,Die A Legend,2019-06-07,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112,166560
0fcq51a3gOI6gPvzc0YLsk,Wow. - Remix,Post Malone,72,1Id3Zj9GMvi7dPj3u6cMNs,Wow. (Remix),2019-03-15,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.797,0.64,11,-6.272,0,0.194,0.148,0.0,0.209,0.486,100.002,170053
5lw8Mgb4LyhriPIC86gV6e,RNP (feat. Anderson .Paak),YBN Cordae,78,6Pb7PMZtW0fuEM1lCGvCDu,The Lost Boy,2019-07-26,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.611,0.714,9,-4.696,0,0.856,0.184,0.0,0.145,0.628,196.043,175828
3Ol2xnObFdKV9pmRD2t9x8,Look Back at It,A Boogie Wit da Hoodie,81,3r5hf3Cj3EMh1C2saQ8jyt,Hoodie SZN,2018-12-21,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,179449
5Z8HZM6iQMhhqyPcCGY5g9,Hot (feat. Gunna),Young Thug,83,1bnHPO4dKK7IjvgrtVBcQh,So Much Fun,2019-08-16,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.855,0.651,0,-8.044,0,0.235,0.063,0.0,0.0772,0.559,111.997,193027
4SWWe2OYC4mqf40Gc2RSdl,Down Below,Roddy Ricch,78,1jlIU9p7PChTK3AeqNpnsX,Feed Tha Streets II,2018-11-02,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.926,0.454,6,-9.932,1,0.0732,0.036,0.000422,0.0896,0.34,119.969,224002
4TCG827sk5fDEmUvcQlStk,Goddamn (feat. A Boogie wit da Hoodie),Tyga,69,6hHIX3lfGKnZ2ji41YZMVV,Legendary,2019-06-07,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.951,0.573,0,-6.002,0,0.227,0.0667,0.0,0.119,0.42,105.052,211040
6MDjeiUWPPgEwLtiBrr9he,My Year,GASHI,62,2Zel9nhkC0yGRhUYU5YFIf,My Year,2019-01-24,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.842,0.808,11,-3.243,0,0.0491,0.206,0.0,0.258,0.705,145.03,190345
2Vx8E3K5icPZR7OCklWBXX,Nonstop,Drake,13,2o9McLtDM7mbODV7yZF2mc,Scorpion,2018-06-29,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.909,0.405,6,-8.133,0,0.14,0.0306,0.00698,0.105,0.455,154.984,238613
2NRGaA1GyCmTYfm2GRPkUe,Fine China,Future,2,5MpkZm0GHJnrmwtq0aIkYm,Fine China,2018-10-15,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.656,0.542,7,-7.358,1,0.323,0.0484,0.0,0.106,0.551,166.11,142320
2xKQj6P0TgxBVaRiojP2s2,fast (Remix) [feat. Offset & A Boogie Wit da Hoodie],Sueco the Child,73,5tBiYfpUVEht2Fk5rarNFl,fast (Remix) [feat. Offset & A Boogie Wit da Hoodie],2019-06-25,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.821,0.684,7,-5.931,0,0.333,0.343,1.58e-06,0.234,0.744,100.054,160063
51wFQM8W0YfXTmHusXUr5i,MAMACITA,Tyga,77,2JNmVgpBCt1nnobJ3Mvzim,MAMACITA,2019-10-25,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.786,0.733,6,-4.961,0,0.127,0.0257,0.0,0.143,0.358,101.046,202653
0L6w0YHzEYfmO8Pp0ibcin,All Facts (feat. Ty Dolla $ign),G-Eazy,29,39cMCTDvlPDNsPSdKap9am,B-Sides,2019-08-22,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.528,0.705,0,-4.767,0,0.352,0.0691,0.0,0.109,0.645,160.014,180581
6ya8ejoKgw906Y8LWclqrp,Racks In The Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,75,6a2c06GAsKigzV53VyzBXk,Racks In The Middle (feat. Roddy Ricch and Hit-Boy),2019-02-15,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.671,0.833,5,-5.152,0,0.395,0.0825,0.0,0.0726,0.702,79.351,233278
7IBSffWIu7P2MC7kMwy2FM,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,76,0YFou4SbS16F4GhSADLDfz,Rolling Papers 2,2018-07-13,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.877,0.477,9,-7.379,0,0.0587,0.307,0.0,0.0929,0.552,127.023,226743
59ywHNwwchG4nZJMLyxSzd,Clout (feat. Cardi B),Offset,78,6bPpXqJRpjwy0hLyUGtzYc,FATHER OF 4,2019-02-22,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022,205803
1GeNui6m825V8jP4uKiIaH,Bad Bad Bad (feat. Lil Baby),Young Thug,81,1bnHPO4dKK7IjvgrtVBcQh,So Much Fun,2019-08-16,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.974,0.596,6,-8.888,1,0.184,0.0976,0.0,0.151,0.892,111.959,149040
30z4LVkScpeNhwHFIB8Ewa,I Love,Joyner Lucas,75,5g33A80P5q3j7uPtEvrFA1,I Love,2018-10-17,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.671,0.565,11,-7.401,0,0.16,0.274,6.51e-05,0.37,0.561,150.014,210197
0NJp8GyCOWnQh71xKSPfuV,Freaky,Tory Lanez,71,0JDoNU0AZ54Ng8e2iPTKRs,Freaky,2019-03-15,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.966,0.563,8,-5.764,1,0.0618,0.00202,0.0,0.105,0.363,104.991,173926
6pcYAFkGyFRCrmcXk6iauq,Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled,6,4vuV7xWL4TDaaO412nbhuK,Father Of Asahd,2019-05-17,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.861,0.666,8,-5.18,0,0.343,0.00218,0.0,0.272,0.853,145.041,202625
7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),Offset,81,0MV1yCXcNNQBfwApqAVkH0,Without Warning,2017-10-30,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,172800
3qAyjdhtnU2a14rrRKEkcE,Reverse (Ft. G-Eazy),Vic Mensa,64,7qlpjMaFNsU0Az100T5AhX,Reverse (Ft. G-Eazy),2018-06-08,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.836,0.703,0,-4.731,1,0.106,0.031,0.0,0.124,0.211,144.959,211893
14mHfNsSHN0FbLftyjrV9g,Leave Me Alone,Flipp Dinero,78,4TUZUtCiZB4PYIoX20bOeX,Leave Me Alone,2018-09-04,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024,195637
4XiGKQqbmnMVxDzUj6j3f2,Worth It,YK Osiris,75,6xxdRevqix78TFbWJpO2AO,Worth It,2019-02-08,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.764,0.528,5,-4.082,0,0.0588,0.468,0.0,0.0811,0.422,123.936,189253
5qHirGR7M9tdm6C17DlzSY,REEL IT IN,Aminé,78,4mwO9qIVmngSe7yR5Ios0I,ONEPOINTFIVE,2018-08-15,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,121347
0FZ4Dmg8jJJAPJnvBIzD9z,ZEZE,Kodak Black,83,5n1GSzC1Reao29ScnpLYqp,Dying to Live,2018-12-14,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,228760
2Dl4B2t2dysNepXKRaiWVh,Girlfriend (feat. G-Eazy),T-Pain,62,4UUPCVMfRygX8QIFiLti6F,Girlfriend (feat. G-Eazy),2019-08-06,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.83,0.652,1,-5.628,1,0.0475,0.000987,0.0,0.137,0.336,100.005,190868
0yFvWTLs3iIwDbc91noXGT,GRoCERIES,Chance the Rapper,71,4tvWn8rsp56lzyMKV409Og,GRoCERIES,2019-05-17,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.906,0.596,0,-5.88,0,0.243,0.0578,0.0,0.109,0.701,144.038,226846
7rvyVWja33WG9R97oeJAjx,Envy Me,Calboy,78,6gH6TAkytLzyXYiTbJQL0O,Wildboy,2019-05-31,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.74,0.488,1,-7.664,0,0.27,0.234,0.0,0.241,0.584,149.042,120133
1JGb28R23RdtKZYT4XOf7u,Tell Em I'm Doing Eetswa,Hooligan Hefs,67,36PndmQwRLjOMgikVHKOgI,Tell Em I'm Doing Eetswa,2019-12-12,A1 Hip-Hop,37i9dQZF1DX0sDai2F5jCQ,rap,hip hop,0.907,0.92,11,-2.828,1,0.175,0.396,0.000115,0.263,0.794,129.997,151327
4pMEp90aY5XZcQQGaH7ahu,German,No Money Enterprise,69,2IcNzRSCb0FrZ7h3uP64TN,German,2019-11-01,A1 Hip-Hop,37i9dQZF1DX0sDai2F5jCQ,rap,hip hop,0.786,0.847,11,-6.365,0,0.141,0.0983,1.22e-06,0.212,0.509,139.904,234791
3rSaWhDAR95TlyF8SupwdZ,Moves,Hp Boyz,49,2w1Xcxv0DbKx6SoHxuMvog,Moves,2020-01-12,A1 Hip-Hop,37i9dQZF1DX0sDai2F5jCQ,rap,hip hop,0.898,0.499,1,-12.143,1,0.379,0.423,0.0,0.106,0.621,88.218,199886
6ts0IMQShgewfRUrz3ck9W,"Mood Swings (Remix) [feat. Youngn Lipz, Creed Tha Kid & Day1]",A Boogie Wit da Hoodie,59,65NFecd93khcFkebyE6l4r,"Mood Swings (Remix) [feat. Youngn Lipz, Creed Tha Kid & Day1]",2019-09-06,A1 Hip-Hop,37i9dQZF1DX0sDai2F5jCQ,rap,hip hop,0.894,0.545,4,-5.819,0,0.134,0.295,0.0,0.05,0.798,120.047,211227
0c6SqvH32BMgbEFvpHc2gs,Let Her Go,The Kid LAROI,70,2PMhID6CzdaI8t4dlPSodY,Let Her Go,2019-12-06,A1 Hip-Hop,37i9dQZF1DX0sDai2F5jCQ,rap,hip hop,0.763,0.542,3,-6.753,0,0.148,0.639,0.0,0.113,0.504,142.031,122113
3WcGdhN6wvGplwVyixNgfI,Audacity (feat. Headie One),Stormzy,60,6C28KhpoiFAUsJr4ZwBsry,Audacity (feat. Headie One),2019-12-11,A1 Hip-Hop,37i9dQZF1DX0sDai2F5jCQ,rap,hip hop,0.678,0.516,1,-4.601,1,0.444,0.0523,0.0,0.13,0.11,133.939,245920
2jPTHZHHoUJiID90LEYV28,Hectic (feat. J Emz),Manu Crooks,57,7peGQsQYtoNLTRa7h0ikFj,Hectic (feat. J Emz),2019-11-29,A1 Hip-Hop,37i9dQZF1DX0sDai2F5jCQ,rap,hip hop,0.839,0.493,8,-7.247,1,0.343,0.151,5.33e-06,0.0806,0.581,130.13,199846
2KrCpdhlAzVkbvOSkkE4pf,Silent,Youngn Lipz,62,48paGiWFIoXqDnTjQWUNzP,Silent,2019-12-16,A1 Hip-Hop,37i9dQZF1DX0sDai2F5jCQ,rap,hip hop,0.766,0.437,1,-10.068,1,0.122,0.0204,0.0,0.108,0.155,139.974,183000
0BpyJhqMi4NQHJzWFocgz0,Taste (Make It Shake) (Remix feat. Hooligan Hefs & Nerve),Aitch,60,7tXJEcECj13LgpGQ8ctkSB,Taste (Make It Shake) (Remix feat. Hooligan Hefs & Nerve),2019-09-05,A1 Hip-Hop,37i9dQZF1DX0sDai2F5jCQ,rap,hip hop,0.834,0.456,0,-11.683,1,0.369,0.365,0.0,0.132,0.704,97.655,213677
