track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_year,song_age,song_decade,edm_bpm_feel,edm_vibe
1CW7tYkpJ95c7bQkRf6CcK,I Wanna Dance,Jonas Blue,67,3niF8tyjfJw8pmfc6VYKGa,I Wanna Dance,2019-07-19,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,electro house,0.825,0.841,0,-6.433,1,0.135,0.0906,0.00411,0.258,0.616,126.026,184582,2019,6,2010s,105.987866,0.5082
4tknhO5RmXIxnpoipMKBmG,Monster - Robin Schulz Remix,LUM!X,71,67PtnkGcMlHCa1RcYSzleO,Monster (Robin Schulz Remix),2019-08-16,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,electro house,0.475,0.815,8,-6.068,0,0.124,0.133,0.0,0.11,0.48,126.164,165947,2019,6,2010s,102.82365999999999,0.22799999999999998
0kAqaILyqLeIYotgWr4FJz,Not Really (Busta K Remix),Sage Charmaine,21,4Xw6BzFBGFqSAeKZEeFVJ4,Not Really (Busta K Remix),2019-12-13,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,electro house,0.664,0.475,1,-9.539,0,0.033,0.16,0.00619,0.0871,0.322,123.011,206169,2019,6,2010s,58.43022499999999,0.21380800000000003
41RSRxdVqnSWlL9Glx95fG,Candy On The Dancefloor,Tujamo,62,4aKSciNw4kZGWZVGHKmMEO,Candy On The Dancefloor,2019-02-22,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,electro house,0.709,0.814,8,-4.148,1,0.0466,0.106,0.000229,0.267,0.477,126.027,186667,2019,6,2010s,102.585978,0.33819299999999997
6QMAf9jRnc0w61og2W4Qzu,Faded,NERVO,64,3wmePGOaCMyxRI5i9pTGGj,Faded,2019-11-01,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,electro house,0.685,0.807,1,-5.095,1,0.0459,0.00231,0.00936,0.0678,0.149,137.976,189878,2019,6,2010s,111.346632,0.102065
4Clmg1g8n2yBYG13Z1oSdG,Baila Conmigo (feat. Kelly Ruiz),Dayvi,83,68hy2xnNgeo0dO0YOm4Th7,Baila Conmigo (feat. Kelly Ruiz),2018-12-28,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,electro house,0.745,0.972,7,-3.506,1,0.0774,0.00903,0.465,0.297,0.556,128.031,189818,2018,7,2010s,124.446132,0.41422000000000003
78XfOXpUShe7mFwhjBEd94,My Best Life (feat. Mike Waters) - Club Mix,KSHMR,66,499pxoME8SyDn5lwogpwrE,My Best Life (feat. Mike Waters) [Club Mix],2019-08-05,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,electro house,0.603,0.921,8,-3.693,0,0.391,0.018,9.2e-05,0.183,0.675,120.201,198533,2019,6,2010s,110.705121,0.407025
7pWK1kMgHy5lNNiIfuRbkP,Used To Love (with Dean Lewis),Martin Garrix,83,3YD1qyD9KPFzzTK1UC1Gvo,Used To Love (with Dean Lewis),2019-10-31,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,electro house,0.651,0.693,4,-4.722,1,0.0375,0.458,0.0,0.335,0.392,118.97,236765,2019,6,2010s,82.44621,0.25519200000000003
0s6kLU7LZehOlr5M9fSOPC,Don't Hold Back,Electrohol,28,548LE00NtiWsJoDpC8bkPK,Don't Hold Back,2019-12-31,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,electro house,0.619,0.737,5,-4.333,0,0.0435,0.00852,0.000103,0.46,0.385,124.941,211200,2019,6,2010s,92.081517,0.238315
1Gx4ufVcxcGxMTBVGYoRpy,With You,Rammor,41,4NYAiyQyocOrYXtt9uEjWl,With You,2020-01-10,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,electro house,0.498,0.549,6,-10.394,1,0.0359,0.00901,4.38e-05,0.735,0.0836,115.026,178000,2020,5,2020s,63.149274000000005,0.0416328
2btv6lUxX646loJFglJXRw,The Launch,Nell Widmer,25,4o2dimfd0Umuqei4gKhZIw,The Launch,2019-12-06,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.856,0.625,0,-7.421,1,0.0726,0.0167,0.00704,0.114,0.42,119.97,207875,2019,6,2010s,74.98125,0.35952
2BtyeeUTc02ezMagpJ3QOp,Feel Better,Zuso,29,4ncQaTltmK5OrBS3cgZFxX,Feel Better,2019-07-21,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.467,0.559,6,-9.345,1,0.0792,0.37,0.0311,0.0934,0.0569,179.999,261303,2019,6,2010s,100.61944100000001,0.0265723
7Dcxeks6WbS6jAtz1kYtKQ,Illusion,VIVID,39,5iZqFc5AAggiUTlO46nvjf,Illusion,2019-12-20,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.586,0.899,5,-3.663,0,0.0517,0.000498,0.0335,0.117,0.18,125.976,177262,2019,6,2010s,113.252424,0.10547999999999999
4PXIif48Cz4SUIQ0JBV8Wz,Zu Den Sternen - Original Mix,The Second I,30,5qUNcWLWm9lFySfd6L2GL5,Zu Den Sternen,2019-12-02,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.694,0.667,9,-3.783,1,0.0581,0.00306,0.382,0.0969,0.668,125.016,480201,2019,6,2010s,83.38567200000001,0.463592
3aLLpM2o1zvvlNXmjhXp62,Physical,C'SAR,16,36RMjN0MCx7tBv26KJZAFa,Physical,2020-01-10,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.902,0.697,8,-7.501,0,0.0838,0.141,0.000158,0.313,0.683,122.026,189165,2020,5,2020s,85.052122,0.6160660000000001
5H7hB4kPh0LSRVwna2NZ5I,Let It Breathe - Pandhora Remix,Mynox,25,42gl0omJBh2RnglgpxYHAK,Let It Breathe (Extended Mixes),2019-12-27,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.794,0.681,9,-8.14,0,0.0464,0.031,0.801,0.327,0.269,122.998,401311,2019,6,2010s,83.761638,0.21358600000000003
0FGdaZ3XAL4Jw6v1rqUcmk,Strange Love - Original Mix,Dusty Buddha Child,5,3cfCIEnaWGNGHzejI03RYM,Strange Love,2014-08-11,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.878,0.792,4,-5.099,0,0.0518,0.204,0.923,0.106,0.963,120.007,386951,2014,11,2010s,95.045544,0.845514
1A9x4TnQrYulOQq6eeqWAH,Cold As Stone,Luis DH,32,4wDtkmFCK0VAQVX8OA6QDw,Cold As Stone,2019-11-22,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.635,0.743,9,-6.138,0,0.0444,0.00813,0.869,0.117,0.305,95.082,123231,2019,6,2010s,70.64592599999999,0.19367499999999999
0i60OX4Ba7Bm3r5ikTK4Mc,Behold!,Seven Lights,32,2ZwTNtVevUq4eQjgUfD7Ti,Endlessly,2018-08-24,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.665,0.634,1,-5.484,1,0.029,0.0149,0.0,0.104,0.151,125.055,271849,2018,7,2010s,79.28487000000001,0.100415
3W3fBjnoJHdOOSpB7irZa7,Take U Home,Kev.,21,6u9b2wtukouJSQ9hORH7mc,Take U Home,2018-09-21,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.599,0.757,7,-6.379,1,0.0566,0.34,0.0,0.15,0.756,104.978,217500,2018,7,2010s,79.468346,0.45284399999999997
36G7pOjovsyzvASQUuvonN,Change Your Mind,Roberto Marín Muñoz,24,6dJcRwJirPuQwtcpXg01BE,Change Your Mind,2020-01-03,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.628,0.833,8,-7.482,0,0.0363,0.0128,0.171,0.0539,0.945,128.036,240000,2020,5,2020s,106.653988,0.59346
6bUuH7MNP1u63HtbpQqBkJ,Nobody Else - Radio Edit,Scriss,24,5DhwP43eXxKHAwj5nMaiNK,Nobody Else,2019-12-20,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.615,0.726,0,-7.128,0,0.0321,0.456,3.11e-05,0.104,0.53,123.998,212056,2019,6,2010s,90.022548,0.32595
29T5wjKGRJ2JAgWodMQGyf,Be My Oxygen,Kev.,32,5p8v0flku3rrJcmm3nA9Yl,Be My Oxygen,2019-04-26,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.531,0.723,1,-10.519,1,0.0916,0.336,0.0,0.339,0.335,144.976,183410,2019,6,2010s,104.81764799999999,0.17788500000000002
6CSwyKLhiDtp0Jue3J8tCA,Time for Mai Tai,Digital Chorus,31,4atDVyErDMhfXFeKphb2vz,Time for Mai Tai,2019-11-29,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.825,0.862,2,-8.267,0,0.0415,0.458,0.868,0.154,0.554,130.008,221538,2019,6,2010s,112.066896,0.45705
1cDheV7FoerwJAFtwYG9z0,Deep in Oud,DIA,28,7IjJSngw8KztkORXL611Uf,Deep in Oud,2019-12-09,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.74,0.929,11,-6.123,0,0.0473,0.00726,0.851,0.0931,0.686,125.006,213130,2019,6,2010s,116.13057400000001,0.50764
6O3me92QRsml7rAWIylnGL,Tachyon,Acidic Base,39,7Eppxj8kx0Zd34g7dMnQ6R,Tachyon,2019-12-16,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.425,0.88,11,-4.931,0,0.0459,0.00579,0.926,0.0828,0.063,179.658,230374,2019,6,2010s,158.09904,0.026775
1nihX7AXe5qdt3OmDcstTb,Senses,KINGDØMS,41,6cI8Fq1iIqpuXovoGjgQap,Senses,2020-01-20,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.708,0.662,9,-7.492,1,0.0791,0.0194,0.00132,0.0882,0.281,115.999,237026,2020,5,2020s,76.791338,0.198948
4N4PSn6qVzE6O9yAqICo2K,Won't Let You,Roberto Marín Muñoz,40,3fN69pLrt0Tc7jEjWlnu8d,Won't Let You,2019-12-13,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.506,0.735,7,-4.827,1,0.143,0.23,0.0,0.231,0.32,131.333,210687,2019,6,2010s,96.529755,0.16192
0Ri3VNPcfe3UddOnfvyCgC,Lie Machine,En-Ten,30,3S7X8vNzYLR7AnQssiZAsw,Lie Machine,2019-11-10,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.81,0.826,0,-6.18,1,0.0519,0.0211,0.755,0.0682,0.731,119.998,253000,2019,6,2010s,99.118348,0.59211
2vNlq7qG3FPFBmuAc7kRng,90 BPM,Luke Helmond,42,4ZEDt98selc95AxW2nRl9R,90 BPM,2019-12-13,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.428,0.621,3,-5.675,0,0.0339,0.014,0.0,0.0906,0.271,90.025,234667,2019,6,2010s,55.905525000000004,0.11598800000000001
63VfSf4fqrknzR7H5sb2AS,Pulse,Creendo,33,67Poi1UYJLTskodYZV9H5W,Pulse,2019-08-09,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.482,0.463,7,-16.122,1,0.0422,0.814,0.872,0.112,0.348,171.977,241395,2019,6,2010s,79.62535100000001,0.167736
1s3DmLaz2fIukAwMwUWTQb,Can't Hide from Love,Roberto Marín Muñoz,36,7iKvwmSMMgo1WXeDf6F6av,Can't Hide from Love,2019-11-22,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.613,0.81,0,-4.553,1,0.03,4.1e-05,3.11e-05,0.335,0.573,120.045,185871,2019,6,2010s,97.23645,0.351249
3PeLjjqRmSSKmF20mshkwb,Breaking Me,Curtis Lowe,41,0S5VQk5zHRa5wLJBAbqLPH,Breaking Me,2019-07-25,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.699,0.71,2,-6.126,1,0.035,0.000529,0.0777,0.0989,0.159,119.944,250760,2019,6,2010s,85.16024,0.11114099999999999
4JBC9FqJ4KcNIXyRSjdClx,Play the Fool,Solarrio,43,2sCSgovKtTVrMPiqXGLLpQ,Play the Fool,2019-11-20,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.678,0.609,8,-7.142,1,0.0318,0.071,0.0973,0.144,0.247,98.026,188559,2019,6,2010s,59.69783399999999,0.167466
7DgZYNDiiOcbXUC7xOy3kb,Shakalaka (Instrumental),Rex Stax,22,78FDYhNkIWSmRfUQAjIJfX,Mas (feat. Risiko),2018-05-25,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.766,0.64,1,-12.512,0,0.0607,0.000404,0.872,0.0775,0.152,127.97,143906,2018,7,2010s,81.9008,0.116432
7FQyzz3MRRyIHB2xuPjQhL,Twenties,Wolfgang Lohr,42,7413jwxa7Q2UbGbegbuMBj,Twenties,2020-01-10,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.733,0.837,0,-6.593,1,0.125,0.248,0.000555,0.359,0.911,121.093,190413,2020,5,2020s,101.354841,0.667763
7lOCuVqblMUwmBrRWLhquh,Inspector Gadget,Madam Misfit,23,78sRRgpbdRu3B2B23seshd,Inspector Gadget (Electro Swing),2020-01-17,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.806,0.743,2,-6.007,1,0.172,0.0146,8.68e-06,0.293,0.653,123.95,186548,2020,5,2020s,92.09485000000001,0.5263180000000001
7MCiuYq3qomfpThrReHpJt,Stick To What You Got,Klischée,36,3WMJMUFY3Tz4GbiasOuitG,Stick to What You Got,2019-09-13,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.867,0.823,9,-6.428,0,0.17,0.185,0.127,0.128,0.481,115.019,214528,2019,6,2010s,94.660637,0.417027
5YGhQpZhMBTJ4ROUns2MVB,Party Like Its 1920,The Swinghoppers,44,2CbjLp4V5JpYQaFNfSiGmp,Party Like Its 1920,2020-01-03,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.75,0.95,9,-5.059,0,0.167,0.137,3.93e-05,0.426,0.707,119.962,185000,2020,5,2020s,113.9639,0.53025
4qGH2sCkmVt8nJuKaUXucl,Hummin' To Myself,Pisk,30,5nYvk0g6bnGq323izZGcqu,Hummin' To Myself / Jumpin' Jive,2019-11-29,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.88,0.915,1,-5.993,1,0.12,0.205,0.518,0.13,0.736,123.03,222439,2019,6,2010s,112.57245,0.64768
237SYSC33Z7jhBlyAMjgEt,What's the Reason,Glenn Gatsby,41,2wWfWKuSAZoxBqLkuw6XPO,What's the Reason,2019-12-27,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.805,0.958,0,-5.913,1,0.0505,0.11,0.834,0.236,0.921,123.026,181463,2019,6,2010s,117.85890799999999,0.7414050000000001
6Dkq076c5757KhhNAHGZ7D,Swag Rag,Riff Kitten,35,38TSH5JZ9sePeubL8E8xTC,Swag Rag,2019-12-06,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.876,0.915,7,-6.062,0,0.0395,0.92,0.454,0.0914,0.703,130.005,204000,2019,6,2010s,118.954575,0.6158279999999999
4OYzBNkbbIdlzdXOx6JjCD,Music Has the Power - Wolfgang Lohr Remix Radio Edit,!deladap,38,3bmmclWhMybn1nh8leCkKb,Music Has the Power (Wolfgang Lohr Remix),2019-11-22,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.666,0.842,9,-6.513,0,0.0878,0.0775,0.0026,0.0884,0.769,119.966,172500,2019,6,2010s,101.011372,0.512154
5O9Mb95hkpNLw0HLsWwIoj,Need to Swing,Emma Clair,34,5cNxDFQCwwEzlYuWRnpdg7,Need to Swing,2019-12-20,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.952,0.917,11,-4.973,0,0.133,0.00449,0.297,0.0922,0.965,127.968,217800,2019,6,2010s,117.34665600000001,0.9186799999999999
6WHVTTKagFkDVVprdFAW0Y,Party Like Its 1929,Tape Five,42,0u0Xj1aspKSmVrxzR7KmgG,The Roaring 2020s,2019-10-25,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.713,0.858,1,-5.075,1,0.0325,0.0411,4.22e-06,0.855,0.883,134.03,191989,2019,6,2010s,114.99774,0.629579
3vUyckIq0bDuGRYZdF1hby,Hit the Road Jack,Maskarade,49,24gAeqpSrFFKKrmwi7HSlF,Hit the Road Jack (Electro Swing),2018-11-23,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.888,0.904,0,-4.709,1,0.157,0.249,0.0131,0.105,0.87,124.006,158226,2018,7,2010s,112.10142400000001,0.77256
3kpbLXeL4vSyLB4wYUKP45,Baby Swing - Radio Edit,Phos Toni,37,5UiIQrRqN190WaEFQbTgeZ,Baby Swing (Radio Edit),2019-12-17,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.834,0.731,11,-4.439,0,0.266,0.115,0.000268,0.368,0.828,121.93,190143,2019,6,2010s,89.13083,0.6905519999999999
5liA2MK82OeOqSpcjLpkkn,Upside Down - Pisk Remix - Radio Edit,Wolfgang Lohr,40,6ayu6t6k3iJXcuDnDsWeP5,Upside Down (Pisk Remix),2019-12-13,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.894,0.797,9,-7.904,0,0.0449,0.0495,0.229,0.06,0.664,127.027,194173,2019,6,2010s,101.240519,0.593616
2lzI43HVBQHznsFFJ3RKpU,Doo Ding,Minimatic,24,1BMyqCyvVqi224xWocBtZK,Bric-a-Brac,2019-11-14,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.716,0.691,7,-7.525,1,0.108,0.228,0.394,0.652,0.836,180.035,251053,2019,6,2010s,124.40418499999998,0.598576
2DIKqQGSPFxCYIuovX2FYQ,Snake Charmer - 1930 Version,Parov Stelar,42,7gLhK2YfiR7G5wpoftOzwO,Snake Charmer,2019-07-12,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.889,0.841,11,-3.652,0,0.244,0.424,0.0,0.286,0.925,119.961,185883,2019,6,2010s,100.88720099999999,0.8223250000000001
6XSKfR48lYGFOaaBWEMWOb,Spooky (Duke Skellington Remix),Kumiho,33,1LzVHIVmnN1pEXRN1SpVC8,Nine Tails: Retold,2019-10-17,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.874,0.72,5,-3.682,0,0.0491,0.0245,0.0187,0.131,0.603,123.997,227056,2019,6,2010s,89.27784,0.527022
4SbANbfXNOvfwp4Yt7u5UO,Clockwork,Varrick Frost,32,6onmU3BdBPAutzKmH7Yv5U,Clockwork,2019-12-13,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.972,0.825,2,-6.382,1,0.259,0.446,7.65e-05,0.0633,0.747,115.957,182982,2019,6,2010s,95.66452499999998,0.726084
4DXMM2jLdMb2y0ihcbPebe,I Wonder Where,Glenn Gatsby,38,3tTrFTlo28pTZqflOKvVBP,I Wonder Where,2019-11-22,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.855,0.926,7,-3.864,1,0.0477,0.198,0.358,0.139,0.911,124.991,178560,2019,6,2010s,115.74166600000001,0.778905
1fbZDbnXkNXN4wbzme7Kk0,Light up the Night,Jamie Berry,17,3S2xhzwwRpvF75lYFwvSSK,Light up the Night,2019-08-16,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.739,0.882,2,-7.448,1,0.194,0.013,0.188,0.599,0.636,124.119,233879,2019,6,2010s,109.472958,0.470004
0RhxIDb2s9UgXeEBMmKdQ5,Time to Fly,Emma Clair,32,4VUhMC4myKRvUkfa8nWRB1,Time to Fly (Electro Swing),2019-11-08,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.88,0.806,1,-6.589,1,0.0727,0.0338,0.297,0.0683,0.894,124.988,219092,2019,6,2010s,100.740328,0.78672
5y1OClzGRMXQYZ2OP6zvos,Tattoos,Caravan Palace,31,3qU4wXm0Qngbtnr5PiLbFX,<I°_°I>,2015-10-16,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.83,0.958,0,-4.734,1,0.22,0.199,2.48e-05,0.112,0.654,120.014,207293,2015,10,2010s,114.973412,0.54282
3U548qE3Pb8R1jdjWotoBz,Sweet Dreams,Wolfgang Lohr,39,3hDufvsFxsFq0Lp3klVcuM,Sweet Dreams (Electro Swing),2019-10-18,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.722,0.843,8,-7.107,1,0.0728,0.0438,0.0038,0.346,0.738,123.888,189677,2019,6,2010s,104.437584,0.532836
1MxCashpyOjvXfnJ2yiLVW,Mr O'Butler,Jive Me,23,67ptxN84y4vUaS2v1gsA2U,Jive Me,2019-04-26,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.834,0.787,7,-7.273,0,0.261,0.667,0.000197,0.113,0.414,128.014,199773,2019,6,2010s,100.74701800000001,0.34527599999999997
31lJaMTg5i3mrO7U3OyVkq,Not Happy,Phos Toni,33,3phTZHTtOfmBqFP18jrV45,Not Happy,2019-09-20,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.871,0.716,5,-5.941,1,0.174,0.142,3.4e-05,0.411,0.905,121.011,167479,2019,6,2010s,86.64387599999999,0.788255
2nvhlJ4ilhKVSy2Hn5b7ij,Puttin' On The Ritz - Disco Mix Radio Edit,Taco,23,4uVHdVG4rwHKZ9uq40mc66,Puttin' On The Ritz (Disco Mix),2019-05-03,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.733,0.903,2,-4.955,1,0.0523,0.0375,0.304,0.0807,0.819,122.035,161434,2019,6,2010s,110.197605,0.6003269999999999
6D57CkE8xH0lagjxG9NjA7,Swing Back,Phos Toni,25,59V27GPwS19mjKDwDY2VCO,Swing Back,2019-08-02,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.808,0.657,0,-6.365,0,0.0453,0.0257,0.644,0.32,0.41,120.966,211983,2019,6,2010s,79.474662,0.33128
4EJbzh663RrFkRepNyU2iX,Waves of 84,The Swing Bot,49,3RGWQorboLnvqaAFgRwj4R,Vintage Audio Signal,2019-07-05,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.86,0.615,4,-7.036,0,0.249,0.316,0.237,0.0701,0.435,121.986,331500,2019,6,2010s,75.02139,0.3741
3ySsJYEX1UEh5M5gR30vVZ,Bella di notte - Wolfgang Lohr Remix Radio Edit,Free Shots,35,0rfCK3vo2hValptw5a9Mpk,Bella di notte (Wolfgang Lohr Remix),2019-09-13,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.827,0.885,4,-4.986,0,0.178,0.153,0.0222,0.122,0.757,122.015,203115,2019,6,2010s,107.983275,0.626039
6ekZ73XINCNJ3ppPaHfViM,You Make Me Happy,11 Acorn Lane,30,1i2zvXaSnEZEcuHv7jaifC,You Make Me Happy,2019-06-20,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.649,0.939,7,-3.195,1,0.243,0.156,0.00266,0.872,0.346,127.933,178053,2019,6,2010s,120.129087,0.224554
3DkPj7YqFLpQx0vLkSdatH,The Key To Your Ferrari,Kitten & The Hip,21,5o8HSAyl69FTG5SSyJtd0V,The Key To Your Ferrari,2019-04-12,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.52,0.907,6,-4.734,1,0.175,0.18,0.000512,0.367,0.457,206.059,212039,2019,6,2010s,186.895513,0.23764000000000002
0mstBWuKrc5Yq89IZXDMYn,Invisible Man,The Electric Swing Circus,29,7reaCe0Mz2F943AIkXyURM,Connected / Invisible Man,2019-06-12,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.694,0.859,5,-6.259,1,0.0654,0.00733,3.59e-05,0.352,0.719,144.003,203347,2019,6,2010s,123.69857699999999,0.49898599999999993
0aUP7s7O3m8xFnQ1Ju0xbZ,Trouble,Annella,44,065YosCANMb3iddT5Dv53h,Trouble,2019-03-25,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.688,0.913,7,-3.726,1,0.0434,0.0223,1.08e-05,0.27,0.534,128.006,195463,2019,6,2010s,116.869478,0.367392
1DN4zkW3QZjeXAmMJgZJ01,Bangalore Swing,Tune In Crew,35,4VqUzmfvHWWST9HaXpPPld,Bangalore Swing,2019-08-09,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.857,0.579,0,-6.005,1,0.0588,0.413,0.236,0.314,0.709,112.994,199646,2019,6,2010s,65.423526,0.607613
4uHMfLdd3IbY3UgZ8jct43,Mega Run - Downtown Jump,DJ ZsuZsu,27,2n9oVYAmwZgLQIdLDE5Ldj,Mega Run (Downtown Jump),2018-08-24,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.981,0.794,0,-7.34,0,0.196,0.125,0.496,0.12,0.808,124.96,202851,2018,7,2010s,99.21824,0.792648
6ftZKIYKzEZBBGCKK1SCGX,Whoopedoo - Varrick Frost Remix,Balduin,21,3QAHeoozh7V7vEkALI0iZT,Whoopedoo (Varrick Frost Remix),2019-07-26,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.924,0.8,2,-4.311,1,0.0578,0.11,0.71,0.0879,0.294,127.993,166705,2019,6,2010s,102.3944,0.271656
3dgGYPMFF7hMUxwwQ4kfuG,Notte in terza fila - Wolfgang Lohr Remix,Free Shots,26,41KSm33hVPMPh427zZVHUF,Notte in terza fila (Wolfgang Lohr Remix),2019-05-14,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.79,0.912,0,-4.66,1,0.0762,0.103,0.194,0.146,0.728,124.095,189194,2019,6,2010s,113.17464,0.57512
5NwWGVjLvbxJZrJLhcRqm1,Music Has the Power - Radio Edit,!deladap,20,5RpBtAjrWqTOKPoHbqWC9z,Music Has the Power (Radio Edit),2019-03-29,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.695,0.875,7,-4.112,1,0.107,0.111,0.0,0.23,0.655,104.058,206205,2019,6,2010s,91.05075000000001,0.455225
717lZxxn53x2B0eucGiD1Z,All Night,Parov Stelar,59,3UpqazvXFCYmC4yQDL9E8L,The Princess,2012-04-20,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.793,0.578,7,-8.747,0,0.0428,0.223,0.926,0.293,0.803,125.021,166613,2012,13,2010s,72.262138,0.6367790000000001
5nAJ9W0RqCDzG9IgOfhqKx,Mister Mister,Balduin,37,7AIkgj5CchrLCLb3eSGeCL,Mister Mister,2016-05-20,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.893,0.748,7,-5.596,0,0.051,0.311,2.59e-05,0.37,0.897,118.042,192000,2016,9,2010s,88.295416,0.801021
