track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_class,pop_energy_valence,dance_energy_combo,happy_tempo,smoothness
5N4erncE7kuUccm7zEmwzk,Electricity (with Dua Lipa),Silk City,81,429B3se6xtZuvblNnS2iy7,Electricity (with Dua Lipa),2018-09-06,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,238173,high,0.33835000000000004,0.39396,59.670295,0.5818848
4Jwp3yjIQfudmjuctLQlfJ,No More (feat. Brenda Mullen) - Bottai Edit,Alex Gaudino,19,72KW8nIFEscnr5wwEQKVGS,No More (feat. Brenda Mullen) [Bottai Edit],2019-03-01,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.675,0.674,4,-6.329,1,0.0372,0.00339,8.55e-05,0.279,0.414,125.037,200640,low,0.279036,0.4549500000000001,51.765318,0.67271175
7FjZU7XFs7P9jHI9Z0yRhK,So Close,NOTD,79,4ZIaWbFnkMozASM1CA59K6,So Close (feat. Georgia Ku),2018-11-02,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-06,0.103,0.761,125.03,190302,high,0.663592,0.6103999999999999,95.14783,0.6153
5itOtNx0WxtJmi1TQ3RuRd,Giant (with Rag'n'Bone Man),Calvin Harris,83,4PwXTHenZZx7ebgsnTM65K,Giant (with Rag'n'Bone Man),2019-01-11,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,229184,high,0.5375219999999999,0.715809,73.94109,0.794088
322tcqPhma7F6hfCeLisx0,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,84,60sI3iRfHfu7YpcTpZ29W1,"fuck, i'm lonely (with Anne-Marie) (from “13 Reasons Why: Season 3”)",2019-08-02,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.806,0.558,9,-6.46,1,0.0683,0.482,0.0,0.0618,0.678,95.016,198973,high,0.37832400000000005,0.4497480000000001,64.420848,0.41750800000000005
0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,Selena Gomez & The Scene,75,49yHvRh1cOfLcEKukEP7Ox,When The Sun Goes Down,2011-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,188453,high,0.6251160000000001,0.581724,107.882298,0.7927061999999999
43wzy7JxMEfvCh8ZFeZKYk,Right Now,Nick Jonas,73,4UsjjAKbtKzmgEz2pGbv6P,Right Now,2018-08-24,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.597,0.751,6,-4.982,0,0.193,0.0104,0.0,0.0912,0.568,103.956,201680,high,0.42656799999999995,0.448347,59.047008,0.5907912
22vgEDb5hykfaTwLuskFGD,Sucker,Jonas Brothers,87,1Uf67JAtkVWfdydzFFqNF2,Happiness Begins,2019-06-07,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,181027,high,0.698768,0.618028,131.336016,0.8060466000000001
7gvd8xj4QgPqbQSsn5pV7d,Sorry Not Sorry,Demi Lovato,80,1MI6gNg0plcEOgs8aezsjH,Tell Me You Love Me (Deluxe),2017-09-29,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.705,0.64,11,-6.928,0,0.225,0.0237,0.0,0.262,0.887,144.077,203760,high,0.5676800000000001,0.4512,127.796299,0.6882915
1HwpWwa6bnqqRhK8agG4RS,Beautiful Soul,Jesse McCartney,72,2gidE8vgVOkYufANjuvj3S,Beautiful Soul,2004-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.66,0.666,9,-4.342,1,0.0472,0.0759,0.0,0.0268,0.933,89.975,214227,high,0.6213780000000001,0.43956000000000006,83.946675,0.6099060000000001
0YEsfwQpG7ofdIiHWA0dHi,All I Ever Need,Austin Mahone,71,0dcqVluuyFBCScCqH7uAwx,The Secret,2014,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.708,0.647,11,-6.128,1,0.0298,0.117,0.0,0.111,0.654,129.95,213747,high,0.423138,0.458076,84.98729999999999,0.6251639999999999
0yVAi0bRRQjgKSrBsnB8R9,Underwater,Cody Simpson,61,1Cop9XDu07OussxezcVeax,Wave Two,2019-02-22,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.642,0.608,9,-7.514,1,0.0357,0.12,0.000118,0.103,0.303,97.017,208960,medium,0.184224,0.390336,29.396151,0.56496
44ADyYoY5liaRa3EOAl4uf,Slide Away,Miley Cyrus,81,0SHGFAL8WZUvpWb5iLPp6E,Slide Away,2019-08-16,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.53,0.538,5,-6.672,1,0.0335,0.17,2.83e-06,0.248,0.288,148.051,233654,high,0.154944,0.28514,42.638687999999995,0.4399
3hc7PLcmuZbJGPjhIore1i,Too Little Too Late - 2018,JoJo,66,2U7Vdbcizw7WqeMAnNbX8P,The High Road (2018),2018-12-20,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.394,0.821,6,-4.304,0,0.0404,0.00302,0.019,0.186,0.509,82.764,223533,medium,0.41788899999999995,0.323474,42.126875999999996,0.39281012
4GAFlFLouTialsJv1kiKaC,Feeling So Good,Ashley Tisdale,56,2SeQhMEDBwMPuU1yykP2mh,Symptoms,2019-05-03,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.727,0.702,4,-6.19,1,0.131,0.0991,9.42e-06,0.739,0.525,110.005,187160,medium,0.36855,0.510354,57.752625,0.6549543
07HPV6hzecJmMJwsIX8YVU,He Could Be the One,Hannah Montana,65,0bKrYLZrKCH5qGzgwPxLcl,Hannah Montana 3,2009-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.602,0.894,4,-3.975,1,0.032,0.00154,0.0,0.433,0.643,125.988,180800,medium,0.5748420000000001,0.538188,81.010284,0.60107292
2cOpRVjsE4qZLZbFOB47VJ,L.A. Boyz,Victorious Cast,54,2QSiC5LBtodAE8M5Fk02ja,Victorious 3.0: Even More Music From The Hit TV Show,2012-11-06,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.616,0.91,8,-3.316,0,0.124,0.0109,0.0,0.0806,0.714,150.038,179600,medium,0.64974,0.5605600000000001,107.127132,0.6092856
7EGhmltmWJHCHobd3g8Hnw,No Air (feat. Chris Brown),Jordin Sparks,63,3SR9XT8f7LEUDcMFZO4wPd,Jordin Sparks,2007-11-19,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.466,0.759,8,-4.978,0,0.199,0.0521,0.0,0.0587,0.328,160.033,264373,medium,0.248952,0.353694,52.490823999999996,0.4417214
4rkUEE5iTzG0szS8k8QzqR,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,72,7JsgaEeIsP8gpRxmA30ErD,"Flashlight (From ""Pitch Perfect 2"" Soundtrack)",2015-04-14,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.383,0.616,5,-7.118,1,0.0515,0.314,7.21e-06,0.11,0.48,147.625,208667,high,0.29568,0.235928,70.86,0.26273799999999997
3WefHNGtjexZvi66ZEx9u4,Hurts Like Hell (feat. Offset),Madison Beer,75,4FAW4D50oWaQ3EoRcsJduh,Hurts Like Hell (feat. Offset),2018-11-09,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.704,0.56,1,-6.791,0,0.179,0.185,0.0,0.0948,0.609,75.003,207109,high,0.34104,0.39424000000000003,45.676826999999996,0.5737599999999999
1nInOsHbtotAmEOQhtvnzP,Stronger (What Doesn't Kill You),Kelly Clarkson,73,0VmE95pr5TSpZWucfyhO5e,Stronger (Deluxe Version),2011-10-24,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,221947,high,0.642276,0.527718,79.37409600000001,0.5361480000000001
73qbBlEAcm2HfnAaSnP1II,Say OK,Vanessa Hudgens,56,2OUapAEqOnhcOZExGIBPLh,V,2006-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.469,0.689,9,-7.017,0,0.0475,0.00607,0.00119,0.114,0.531,126.505,221867,medium,0.365859,0.32314099999999996,67.174155,0.46615316999999995
1rKBOL9kJfX1Y4C3QaOvRH,Boyfriend,Big Time Rush,62,2RjFzASjHZG1lUbCKqUahx,BTR,2010-10-11,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.614,0.857,1,-4.171,0,0.111,0.0987,0.0,0.177,0.677,164.146,201040,medium,0.5801890000000001,0.5261979999999999,111.126842,0.5533982
2i0AUcEnsDm3dsqLrFWUCq,Tonight Tonight,Hot Chelle Rae,74,0UkgnXc0w7qiRE2X086BdN,Whatever,2011-11-25,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,200467,high,0.637362,0.5371380000000001,81.38209199999999,0.6335896000000001
5yDL13y5giogKs2fSNf7sj,Glad You Came,The Wanted,71,2hnaJ8ktG2FSP1EthsCo6N,Battleground (Deluxe Edition),2011-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,197936,high,0.384652,0.6144219999999999,57.35202,0.6989681999999999
0LcNMuOiULmxJK3bdHTfDF,Missing You,The Vamps,74,4DOC4Vu1nbDlVetELknFhP,Missing You - EP,2019-04-19,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.537,0.647,2,-7.37,1,0.0519,0.168,0.0,0.108,0.531,79.77,214987,high,0.343557,0.34743900000000005,42.35787,0.446784
0YonII18xBlXaIEy2wd4mh,Stay My Baby,Miranda Cosgrove,34,0xNAZJ9t4vyY9SNWoZ3rrx,iCarly - Music From and Inspired by the Hit TV Show,2008,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.376,0.939,11,-4.482,0,0.105,0.00207,0.0706,0.345,0.689,177.895,185067,medium,0.646971,0.353064,122.569655,0.37522168
00Z0GIRi0l7WqQnQJCo5S2,Don't Let It Break Your Heart - Single Edit,Louis Tomlinson,75,5u9HZPF2dVu38Ly2Ftje7S,Don't Let It Break Your Heart,2019-11-23,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.362,0.708,10,-4.046,1,0.0672,0.0226,0.0,0.0873,0.513,166.31,196160,high,0.36320399999999997,0.25629599999999997,85.31703,0.3538188
11dxtPJKR4E0wlSr0A0t47,Potential Breakup Song,Aly & AJ,61,4TOOGDpJ9KQ8EM84TC4qj6,Insomniatic,2007-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.572,0.89,6,-4.139,0,0.039,0.00082,0.00937,0.564,0.765,158.038,219773,medium,0.6808500000000001,0.50908,120.89907000000001,0.5715309599999999
76hfruVvmfQbw0eYn1nmeC,Cake By The Ocean,DNCE,80,3Wv4X8OA65pGpFzBkuUgAh,DNCE,2016-11-18,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.774,0.753,4,-5.445,0,0.0517,0.153,0.0,0.0371,0.896,119.002,219147,high,0.6746880000000001,0.5828220000000001,106.625792,0.655578
0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Kesha,80,6fpLLJsDSSAlToEDW2jv4F,Animal (Expanded Edition),2010-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,199693,high,0.597618,0.631935,85.699992,0.6801795
3WVhkjB7Y4xFruqoCAajBb,Sue Me,Sabrina Carpenter,75,29mlGxS6kxq1EHxlX1EAZK,Singular Act I,2018-11-09,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.46,0.809,6,-5.415,1,0.326,0.0422,5.04e-05,0.138,0.609,157.184,179227,high,0.49268100000000004,0.37214,95.725056,0.44058800000000004
4D3IIkBWnpL097OkljGnRW,Live Forever (With Cheat Codes),Liam Payne,71,52pHDA5D1zt7xcfJdOkHWx,LP1,2019-12-06,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.69,0.676,7,-6.111,1,0.0335,0.213,0.0,0.123,0.664,100.023,174780,high,0.44886400000000004,0.46644,66.415272,0.54303
20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,Carly Rae Jepsen,76,6SSSF9Y6MiPdQoxqBptrR2,Kiss,2012-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400,high,0.3828,0.45414,79.21386000000001,0.7740738
7HMmFQsKsljwTw8bS7lu19,Rare,Selena Gomez,88,3YPFaTR7WMi1Hd4NVKdCJx,Rare,2020-01-10,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.838,0.545,5,-6.713,1,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590,high,0.343895,0.45671,72.563738,0.663696
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,One Direction,80,7p1fX8aUySrBdx4WSYspOu,Midnight Memories (Deluxe),2013-11-25,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,245493,high,0.18961799999999998,0.3978,34.62602,0.46499999999999997
72Bz4ciRZPBcVSw0nrZDHi,Do It Again,Pia Mia,74,3kBBntDYL62xlqgnulskwv,Do It Again,2015-05-04,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.712,0.564,8,-6.527,1,0.047,0.0266,0.0,0.0874,0.411,95.95,207747,high,0.23180399999999995,0.4015679999999999,39.435449999999996,0.6930608
21pySLskKIKrhDziCX5ojQ,When I Grow Up,The Pussycat Dolls,70,7mDkWKTghwBDuHCJmH6qR5,Doll Domination (Deluxe),2008-09-23,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.671,0.685,11,-5.762,0,0.05,0.00165,0.0,0.398,0.368,118.449,245680,high,0.25208,0.45963500000000007,43.589231999999996,0.66989285
6IvOCyrwW7VuCjQFCD7h7r,Make You Believe,Lucy Hale,51,5fDujJMK88H9vZYRjVb2Bz,A Cinderella Story: Once Upon A Song (Original Motion Picture Soundtrack),2011-09-06,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.732,0.837,8,-3.329,0,0.0615,0.0178,0.0,0.178,0.883,124.982,211667,medium,0.7390709999999999,0.612684,110.359106,0.7189704
4KLp7sKY2YCzaSQelZZjZr,Total Eclipse Of The Heart (Glee Cast Version) (feat. Jonathan Groff),Glee Cast,62,2a3ZaGtvw7l3nqQL6Z2FEp,"Glee: The Music, Volume 3 Showstoppers",2010-05-18,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.513,0.662,8,-6.058,1,0.0293,0.195,0.0,0.101,0.261,134.128,264493,medium,0.17278200000000002,0.339606,35.007408,0.41296499999999997
6E37j4b44JGpdk297urpKM,like that,Bea Miller,73,2rQu10gUgBVYzgsitDZNyU,aurora,2018-02-23,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.573,0.441,6,-5.799,0,0.0758,0.186,0.0,0.61,0.389,61.657,185547,high,0.171549,0.252693,23.984573,0.466422
6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,77,5IenxFp0vpnXBUxPcwJtbE,MKTO,2012,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,175427,high,0.5979960000000001,0.56952,77.165676,0.692352
5FuqMHyesm7ofmkMFYD7eY,Truth Or Dare,Emily Osment,44,6Zs112smkr43sppKMYYFLd,Fight Or Flight (Bonus Track Version),2010-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.562,0.747,0,-5.354,0,0.0345,3.79e-05,0.0,0.0858,0.703,137.008,182480,medium,0.525141,0.419814,96.316624,0.5619787002000001
2tOOcDDYkh0PSjr6GwPEAJ,Love Me Less (feat. Quinn XCII),MAX,78,0BHgyJ3dblyBOmxV8pRmGg,Love Me Less (feat. Quinn XCII),2019-04-05,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.732,0.856,11,-2.2,0,0.0929,0.0828,0.0,0.323,0.771,145.034,177670,high,0.659976,0.6265919999999999,111.821214,0.6713903999999999
1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn - Radio Edit,ZAYN,81,5l5gR4rh26QI3fijGFTDrp,Dusk Till Dawn (Radio Edit),2017-09-07,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,239000,high,0.042257899999999994,0.112746,17.4101581,0.231942
6YXG34IWbilypPwjBTOrUC,Can I Have This Dance - Original Version,High School Musical Cast,67,6j8k5gIeWzXapGKTVaZzER,High School Musical 3: Senior Year,2008-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.555,0.619,0,-5.246,1,0.0296,0.203,0.0,0.265,0.426,136.069,243773,high,0.263694,0.34354500000000004,57.965393999999996,0.442335
5Gu0PDLN4YJeW75PpBSg9p,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,81,3ggBBGRhkDVAu7pQRXRPXO,"Let Me Go (with Alesso, Florida Georgia Line & watt)",2017-09-08,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.663,0.708,8,-4.154,1,0.0473,0.0337,0.0,0.0841,0.742,103.073,174800,high,0.5253359999999999,0.469404,76.480166,0.6406569000000001
5Fla3zyOCcIRqrDoKLU0DP,Let You Love Me,Rita Ora,72,6Vn8F3hERVHYYz5RfKmsAN,Phoenix (Deluxe Edition),2018-11-23,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.475,0.846,10,-3.344,1,0.283,0.275,0.0,0.0824,0.451,96.036,191120,high,0.381546,0.40185,43.312236,0.344375
7wVHizRrYy5LCX7QfwsxNJ,I Won't Give Up,Christina Grimmie,57,4Q3lefwr3DAXg8N2J3mgtW,Side B,2017-04-21,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.461,0.519,8,-4.573,1,0.0471,0.403,0.0,0.348,0.158,136.986,209880,medium,0.082002,0.23925900000000003,21.643787999999997,0.275217
5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,85,3KjXg0MDej2pG9fv6I22lT,Never Really Over,2019-05-31,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,223523,high,0.33957,0.67914,38.496535,0.6206200000000001
4WzhjxvLP95y7AMDy0Atwb,Out Of Love,Alessia Cara,78,0LzVdypBGpn6dGuHqVGwwt,The Pains Of Growing,2018-11-30,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.492,0.267,7,-9.25,1,0.0336,0.8,0.0,0.249,0.137,117.679,227693,high,0.03657900000000001,0.131364,16.122023000000002,0.09839999999999997
4tNXntkAzQ5A2dfYRYGIIQ,Easier,5 Seconds of Summer,81,0puSqXoH0dMgimvyi5slCt,Easier,2019-05-23,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.505,0.428,5,-5.604,1,0.221,0.489,0.0,0.0977,0.618,175.813,157493,high,0.264504,0.21614,108.65243399999999,0.25805500000000003
0QVAlchLCx15ZLSoR9Wg1B,Higher,The Saturdays,57,5IZLz1qxZ3N2SXLCR9Pv4g,Headlines,2010-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.639,0.862,10,-3.292,1,0.0341,0.049,6.81e-06,0.264,0.596,117.011,207613,medium,0.513752,0.550818,69.73855599999999,0.607689
3Q4WeJmzxuDpzMu9QjQqbM,Big Girls Don't Cry (Personal),Fergie,74,0jwuTvP3hp2jFY08VLgvnD,The Dutchess,2006-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.708,0.641,7,-4.296,1,0.0336,0.205,0.0,0.0945,0.253,113.082,268120,high,0.162173,0.453828,28.609745999999998,0.56286
51xUartdwQzXmtrwHyXRVp,On My Own,Austin Moon,65,1g0o05ehdpvoEYfhMXvW9P,Teen Beach 2 (Original TV Movie Soundtrack),2015-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.669,0.593,7,-6.628,1,0.0406,0.14,0.0,0.119,0.281,87.965,145413,medium,0.166633,0.396717,24.718165000000003,0.5753400000000001
0QsKEPcviDIqoOdtZvbixA,"It's Party Time (From ""Hotel Transylvania 3"")",Joe Jonas,44,7uS4VHNtrruzysflbjANoQ,"It's Party Time (From ""Hotel Transylvania 3"")",2018-07-06,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.565,0.748,8,-5.78,1,0.0576,0.425,0.0,0.34,0.653,75.972,149158,medium,0.48844400000000004,0.42261999999999994,49.609716,0.32487499999999997
5WtfUKzXircvW8l5aaVZWT,What A Time (feat. Niall Horan),Julia Michaels,78,1xJ7jIK1tT0aVoJw1fPE6r,Inner Monologue Part 1,2019-01-24,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.518,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.854,173307,high,0.180262,0.241906,51.28164400000001,0.175084
1Fx9aiORwv0cx5mFEBasHo,All About Tonight,Pixie Lott,57,1suhybVPY2Yfm71xoDgW6X,Young Foolish Happy (Deluxe Edition),2011-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.637,0.804,2,-6.141,1,0.0448,0.207,0.0,0.115,0.732,129.261,186173,medium,0.588528,0.512148,94.619052,0.5051410000000001
3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),Camila Cabello,94,3Vsbl0diFGw8HNSjG8ue9m,Romance,2019-12-06,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,high,0.188053,0.35548399999999997,40.232618,0.7109679999999999
6I9VzXrHxO9rA9A5euc8Ak,Toxic,Britney Spears,78,0z7pVBGOD7HCIB7S8eLkLI,In The Zone,2003-11-13,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,198800,high,0.774312,0.648612,132.16896,0.7547274
1oew3nFNY3vMacJAsvry0S,Me And My Broken Heart,Rixton,76,02ae5i5UAoFrt2peVox9Xd,Let The Road,2014-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.545,0.783,5,-4.261,0,0.0345,0.00489,0.0,0.132,0.551,174.084,193733,high,0.43143300000000007,0.42673500000000003,95.92028400000001,0.5423349500000001
1ZhIyWSMyEWkoQCGmEPQ40,Demi Lovato Medley,Cimorelli,55,2e3XJ8PXnW1nRIawmQXqj5,Demi Lovato Medley,2019-01-26,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.367,0.635,1,-4.842,1,0.119,0.134,0.0,0.322,0.451,180.117,267153,medium,0.286385,0.233045,81.232767,0.317822
3je88Q4OvTqIx7BFRFYvRA,Phases,PRETTYMUCH,76,4q983qnYbzKzO8ulICPKgm,Phases,2019-04-26,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.77,0.636,11,-6.724,0,0.131,0.169,0.0,0.0676,0.492,105.93,215760,high,0.312912,0.48972000000000004,52.117560000000005,0.6398699999999999
3QmOiZF7IzJJkHnahh5Ea0,History,Olivia Holt,62,1symszvJQdIoNR4QhUc6En,Olivia,2016-07-15,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.767,0.631,1,-6.762,1,0.0541,0.0997,0.0,0.119,0.541,100.968,203992,medium,0.34137100000000004,0.483977,54.62368800000001,0.6905301
1wF2QB0bAAYQdPUIn0L0VE,Outside Looking In,Jordan Pruitt,40,3ZN6vRXDZhoYf9Zdc5ubpE,No Ordinary Girl,2007-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.69,0.29,5,-6.544,1,0.0282,0.676,0.0,0.109,0.42,95.976,159467,medium,0.12179999999999999,0.20009999999999997,40.30992,0.22355999999999995
3Nbcx1svCSzmyYG2I81YCZ,Up,Olly Murs,68,0jD1tOJpP0Qz8UcLq3FFkr,Never Been Better (Deluxe),2014-11-21,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.69,0.845,9,-4.676,1,0.0339,0.0193,0.0,0.101,0.638,114.948,224293,high,0.53911,0.58305,73.336824,0.6766829999999999
2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,78,5W98Ab4VvQEuFEE4TIe5fE,Title (Deluxe),2015-01-09,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,225053,high,0.22101,0.33390000000000003,45.051846,0.378
