track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_class,smooth_factor,groove,soul_vibe,chillness
1NgCWYuBLfqBDA3b8MgSVU,Twenty One,Khalid,67,6KT8x5oqZJl9CcnM66hddo,Free Spirit,2019-04-05,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.776,0.445,9,-8.574,1,0.0371,0.212,0.00409,0.124,0.405,109.981,184200,high,0.12614,0.34532,0.224775,0.164512
7stcuQtnHL7C6XdPvpwywv,Vertigo,Khalid,67,4UNwL1B7JoymNUiTFJa52B,Suncity,2018-10-19,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.487,0.458,4,-7.761,0,0.0371,0.552,0.0257,0.117,0.207,115.989,270413,high,0.43773600000000007,0.223046,0.112194,0.268824
2tpYmda4mM7XFvpbhOfERH,Let Me Down,Jorja Smith,8,006wfSK6TYpZIFU9yEzPEo,Let Me Down,2018-01-12,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.547,0.504,5,-7.909,0,0.0478,0.779,0.0,0.155,0.155,119.895,188000,low,0.658255,0.27568800000000004,0.07688,0.426113
55284O777DNiEDa9X1B6Tb,Silence - Acoustic,Grace Carter,8,2JAEZaBeklU4xM4FqEFb00,Silence (Acoustic),2017-09-01,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.515,0.122,10,-11.192,1,0.0439,0.806,0.0,0.112,0.164,167.462,221848,low,0.673816,0.06283,0.143992,0.41509
2qXicQG06oT0ijKBznpgQv,Younger,Ruel,75,4rTW2Lgkp1nwYw0jNIK2sI,Younger,2018-06-05,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.745,0.477,11,-7.706,0,0.088,0.202,0.0,0.12,0.454,136.055,222320,high,0.11029200000000002,0.355365,0.23744200000000001,0.15049
3HM8FkEO4m2eumlg00fBje,Piano Song,Eryn Allen Kane,39,7sVyk1fdhhiBcguh15NN3N,Aviary: Act 1,2015-11-17,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.469,0.518,0,-6.206,1,0.0526,0.669,8.59e-06,0.0869,0.163,59.381,255760,medium,0.559953,0.242942,0.078566,0.313761
7apizLyhMRutg3ccXvr2qv,Hurt Somebody,Noah Kahan,65,4tpVFjYKSR6ivXVK5YXEc4,Hurt Somebody,2018-01-12,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.633,0.559,6,-5.135,1,0.313,0.338,0.0,0.262,0.473,114.983,168640,medium,0.178126,0.353847,0.20859299999999997,0.213954
0DowsITFvHqUqg96WQR3s5,Famous,Ty Dolla $ign,46,7Dj0aaKI4RpehMPqOu56mW,Beach House 3,2017-10-27,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.562,0.298,6,-9.523,1,0.0862,0.686,0.0,0.388,0.577,77.903,200987,medium,0.29017800000000005,0.167476,0.40505399999999997,0.38553200000000004
1IkjoLXB9LEf3w32Wk07X3,Melatonin (Unplugged),Phoria,56,73FpjS6PTT3e4lRfWdsDuy,Melatonin (Unplugged),2017-03-09,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.54,0.222,8,-12.846,0,0.0321,0.88,0.000587,0.346,0.28,128.871,325281,medium,0.6335999999999999,0.11988000000000001,0.21784000000000003,0.4752
16IXvk7noDMknHNqmSYvwC,Sailing Away,AVEC,10,207TkAuFB7Zjb8JAZEWha7,Heartbeats - EP,2015-11-27,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.528,0.258,7,-10.238,0,0.0394,0.653,0.000106,0.0882,0.121,121.328,256463,low,0.573987,0.136224,0.089782,0.34478400000000003
6KXr7yY6zDuNCwXfhY2HvQ,Black Crow - Acoustic,Louis Baker,42,6vBWHqtl4ANjnlLoNIOq7C,Black Crow (Acoustic),2018-08-24,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.761,0.153,7,-10.906,0,0.0405,0.893,0.0,0.116,0.332,112.783,194444,medium,0.5965239999999999,0.116433,0.281204,0.679573
7ude1FCZiruFR5yyYH7DUD,We'll Always Have Paris,Alex Isley,25,7sp4iU0tSoBTajciRwMRS7,We'll Always Have Paris,2018-11-09,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.797,0.429,1,-8.235,1,0.0834,0.153,0.182,0.0865,0.67,129.982,223425,low,0.05048999999999999,0.341913,0.38256999999999997,0.12194100000000001
1opUrXqkqw5j0LnEkG1Uua,Another Love,Marco McKinnis,42,6FU20y55c31IEB6YEFzeYB,Underground,2018-08-24,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.521,0.477,11,-8.585,1,0.105,0.448,0.0,0.109,0.127,139.561,185400,medium,0.391104,0.248517,0.06642100000000001,0.233408
0lsRatBUs9HNIZAmoGABzk,Trampoline,SHAED,77,3WSazrD65bFptRnMvnesVH,MELT,2018-09-21,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.689,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754,184060,high,0.22594399999999998,0.28386799999999995,0.31575600000000004,0.336232
1TQXIltqoZ5XXyfCbAeSQQ,Dancing With Your Ghost,Sasha Sloan,74,3I677CWVoiOsbMxOQzjShB,Dancing With Your Ghost,2019-06-28,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.629,0.327,11,-8.285,1,0.029,0.761,2.96e-05,0.103,0.381,74.953,197732,high,0.471059,0.205683,0.256413,0.478669
57nReJa69S1lEJGYHLCKlx,Lavender and Velvet,Alina Baraz,59,47JTWqTJDhvvgjlp589PH5,Lavender and Velvet,2017-09-29,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.684,0.512,11,-7.232,0,0.0401,0.401,0.0,0.1,0.354,127.908,228966,medium,0.259046,0.350208,0.172752,0.27428400000000003
6jEvloulrt9iCYW9IXJ2yi,After the Storm,Mumford & Sons,54,6w5W6ZGTvDsppKUOiGMuMo,Sigh No More,2009-10-02,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.499,0.16,7,-13.632,1,0.0362,0.899,3.8e-05,0.106,0.103,77.09,248173,medium,0.8064030000000001,0.07984000000000001,0.08651999999999999,0.448601
4HfLQJtVT1KiX1eVedDyTm,Alaska,Maggie Rogers,69,5AHWNPo3gllDmixgAoFru4,Heard It In A Past Life,2019-01-18,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.847,0.386,9,-10.668,0,0.0507,0.411,0.00176,0.108,0.178,104.001,188000,high,0.33784200000000003,0.326942,0.10929199999999999,0.34811699999999995
5RPG04q7ZQsnfFp0ET7Lwj,Higher Ground (Acoustic),SKAAR,47,1mkwEm8qadB5XJ2kSWnw3g,"Higher Ground (From the Original Motion Picture ""Battle"")",2018-11-16,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.582,0.113,2,-10.316,0,0.0491,0.722,0.0,0.116,0.354,137.179,201267,medium,0.466412,0.06576599999999999,0.313998,0.42020399999999997
7Cu2COdH93MnuireuKNiS3,Streetcar,Daniel Caesar,71,4uP43hIpmEEDuW7aOfiU2C,Pilgrim's Paradise,2015-11-12,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.41,0.298,3,-11.796,1,0.0473,0.721,0.0,0.158,0.142,109.651,246972,high,0.618618,0.12217999999999998,0.09968399999999998,0.29561
2k9N4caeCIJLOWwWwssrEM,Easily,Bruno Major,74,5UFBJXQtytWA9vfaO2DxLx,A Song For Every Moon,2017-08-31,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.772,0.256,7,-8.545,0,0.0481,0.491,0.00612,0.144,0.357,118.902,210240,high,0.315713,0.197632,0.265608,0.379052
3NhEEC4oE5hX6u8RCx6Q9m,Messages From Her,Sabrina Claudio,60,7bcgkKns2rxVhrmw9EAmrs,"No Rain, No Flowers",2018-08-15,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.377,0.426,0,-6.64,1,0.0451,0.801,0.0592,0.112,0.103,125.826,290186,medium,0.718497,0.160602,0.059122,0.301977
6GMblDhPDP420uc77vmqTc,Won't Live Here,Daniel Caesar,58,5nZUOduCn57LZbmGOq0kVL,Won't Live Here,2016-03-28,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.315,0.227,5,-13.27,0,0.0313,0.904,0.0,0.377,0.199,140.071,312115,medium,0.724104,0.071505,0.15382700000000002,0.28476
0V6imIPZVXJEtl2umdNILO,Everything (feat. John Legend),Ella Mai,64,67ErXRS9s9pVG8JmFbrdJ0,Ella Mai,2018-10-12,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.395,0.456,7,-5.358,1,0.0456,0.432,0.0,0.108,0.0608,103.85,181644,medium,0.4057344,0.18012,0.0330752,0.17064000000000001
4JehYebiI9JE8sR8MisGVb,Halo,Beyoncé,77,39P7VD7qlg3Z0ltq60eHp7,I AM...SASHA FIERCE,2008-11-14,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,261640,high,0.14361600000000002,0.36576,0.13216,0.13817600000000002
4SRqDmPxYX0pUb5B5ut2Ri,So Sick,Ne-Yo,16,1WO7bigEZckVrkzPBjAsiQ,In My Own Words,2006-01-01,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,207187,low,0.10332000000000001,0.259448,0.24708000000000002,0.111192
3AuYB9Qqissw1vZCEkNXhn,Say My Name,William Singe,45,18qrOhaLJ0MgtsAzSaqpZQ,Say My Name,2016-01-05,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.761,0.419,8,-9.547,0,0.147,0.636,0.0,0.108,0.584,127.839,168750,medium,0.26457600000000003,0.318859,0.33930399999999994,0.48399600000000004
1QXhzptk3KMnO8xewGePhu,Brighter Day,Kirk Franklin,45,3pxNJpoQFVi4CBxEQdxTTU,Setlist: The Very Best Of Kirk Franklin Live,2011-12-27,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.605,0.878,8,-5.829,1,0.112,0.122,0.0,0.237,0.704,84.148,340200,medium,0.036112000000000005,0.5311899999999999,0.08588799999999999,0.07381
6aatlkrCJqvMMoIEVJXPnr,Don't Take Your Spirit Away,Deitrick Haddon,16,1WBCOU7em7eF48hAk3i5FD,Revealed,2008-09-02,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.807,0.617,0,-6.606,1,0.0357,0.171,0.000255,0.0868,0.884,131.071,234467,low,0.019836,0.497919,0.338572,0.137997
5l9cK2RonGp6roJyvbdo2w,Give Me A Clean Heart,Fred Hammond,36,2mI4JRPhTGEZXw3g6dBCtA,Purpose By Design,2000-04-18,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.595,0.623,9,-5.306,1,0.0522,0.629,2.92e-06,0.139,0.302,144.073,448120,medium,0.439042,0.370685,0.113854,0.374255
71wXzyOwwSw3XwRjppvCUy,God Has Smiled On Me,Jessica Reedy,35,1ZeukTlWIMTrFqENesOwP6,From The Heart,2011-09-27,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.549,0.467,1,-7.917,1,0.0661,0.638,0.0,0.334,0.484,117.405,263827,medium,0.329208,0.256383,0.257972,0.350262
5nv4Y2ubv3VynSc7L6cq6S,God in Me,Mary Mary,33,0NKxHxHuMozRZaYzqO3rPQ,The Sound,2008-10-20,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.67,0.72,5,-4.215,0,0.0678,0.0365,0.0,0.131,0.441,176.107,190360,low,0.020403499999999998,0.4824,0.12348,0.024455
4bZEu4u6cs6aHKDZTOrQhc,Hold On (feat. Monica & Fred Hammond),James Fortune,41,2uEHjnHhu3IeQUDzxHYCZe,Identity,2012-01-17,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.32,0.744,6,-4.72,1,0.133,0.597,0.0,0.343,0.386,162.341,317133,medium,0.366558,0.23808,0.098816,0.19104
3bwTJkrpfZIajReDnX1vVn,I Luh God (feat. Big Shizz),Erica Campbell,0,6ovRbwijSiDwYB8H5eg52M,Help 2.0,2015-03-31,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.649,0.572,11,-7.455,1,0.147,0.00277,9.52e-05,0.094,0.346,151.794,188671,low,0.00181158,0.371228,0.148088,0.00179773
1vZEnDUseI4y5aAyTHwOdc,I Need Your Help,Deitrick Haddon,18,1WBCOU7em7eF48hAk3i5FD,Revealed,2008-09-02,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.496,0.547,1,-6.332,1,0.0267,0.1,1.01e-05,0.146,0.219,139.994,291360,low,0.0781,0.271312,0.09920699999999999,0.049600000000000005
0UQDSP8cz6WmLJckO5jqUQ,I Smile,Kirk Franklin,57,6CkiHbEFRtD75ghxLBOn3N,Hello Fear,2011-03-18,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.745,0.753,1,-2.408,1,0.164,0.223,0.0,0.705,0.589,144.057,307973,medium,0.09165300000000001,0.560985,0.145483,0.166135
2shJ8NyEGiB2DuOTFdgavK,I Will Trust,Fred Hammond,39,5KghSPn1QOwWo9IEQUtVel,I Will Trust,2014-11-14,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.208,0.572,3,-4.369,0,0.0386,0.251,1.1e-06,0.0935,0.144,171.135,394840,medium,0.214856,0.11897599999999998,0.061632,0.052208
2fSlnttkjITMhb9utBufEv,I'm Still Here (feat. Soul Seekers),Jessica Reedy,26,1ZeukTlWIMTrFqENesOwP6,From The Heart,2011-09-27,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.625,0.533,10,-7.439,1,0.0505,0.336,0.0,0.1,0.598,67.945,246573,low,0.13507200000000003,0.333125,0.27926599999999996,0.21000000000000002
7kN3bGZtBKwWwYKSkE3RER,Imagine Me,Kirk Franklin,52,6j1ewaeiw48zvPdaC3RK7m,Hero,2005-10-01,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.632,0.717,0,-8.307,1,0.039,0.138,0.00149,0.0685,0.77,153.942,318840,medium,0.03174,0.453144,0.21791000000000002,0.087216
3Yq6KrF4TLfFxJgVqkD8zm,Joy,Mary Mary,28,2CW02evpO85vRxOSYx7zcP,Thankful,2000-04-25,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.799,0.606,6,-7.029,0,0.0996,0.0929,0.00116,0.238,0.846,90.108,250867,low,0.014306600000000003,0.484194,0.333324,0.0742271
0iPy1MWCrOT7SjGs14zSSv,Keep Your Head to the Sky,"Earth, Wind & Fire",46,01c1PLpIdfwy47yid7GqKB,Head To The Sky,1973-05,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.525,0.476,9,-13.202,0,0.0531,0.0321,0.0,0.566,0.37,88.943,311080,medium,0.020222999999999998,0.2499,0.19388,0.0168525
7laJa21zPPXnvdP9jXuxQz,Let Me Go,Deitrick Haddon,12,1WBCOU7em7eF48hAk3i5FD,Revealed,2008-09-02,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.721,0.873,0,-3.768,1,0.0328,0.021,2.71e-06,0.0886,0.465,105.989,283027,low,0.011234999999999998,0.629433,0.059055,0.015141
5jGyahHaLBcUB1yJ9SY2zH,Love Him Like I Do,Deitrick Haddon,46,1WBCOU7em7eF48hAk3i5FD,Revealed,2008-09-02,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.704,0.841,1,-4.784,1,0.0553,0.0228,0.000834,0.463,0.747,150.072,198400,medium,0.0057684,0.5920639999999999,0.11877300000000002,0.016051199999999998
4OK1XrubP6GJs4f6czk8Jg,No Weapon,Fred Hammond,54,0pET03T6EolzBlC1Orb28h,Spirit Of David,1997-03-30,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.241,0.445,8,-10.443,1,0.0386,0.694,0.0,0.0842,0.205,78.448,306533,medium,0.5517299999999999,0.107245,0.11377499999999999,0.16725399999999999
3FzdllHrMtoo9EMz9bhaMh,Running To You,Deitrick Haddon,22,1WBCOU7em7eF48hAk3i5FD,Revealed,2008-09-02,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.704,0.799,5,-7.202,0,0.0482,0.0385,0.000251,0.706,0.685,119.962,282133,low,0.012127499999999998,0.562496,0.13768499999999997,0.027104
1SJizuzH2aZcT33af8DYCe,So In Love With You (Amazing),Jessica Reedy,16,1ZeukTlWIMTrFqENesOwP6,From The Heart,2011-09-27,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.473,0.352,1,-11.741,1,0.12,0.424,1.74e-05,0.148,0.0966,87.791,235760,low,0.3830416,0.16649599999999998,0.06259680000000001,0.20055199999999998
2SsBGxHWa7E4lD1ax1eXfk,Still My Child,Mary Mary,26,2CW02evpO85vRxOSYx7zcP,Thankful,2000-04-25,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.567,0.365,8,-11.235,1,0.0346,0.527,0.0,0.256,0.285,115.881,237293,low,0.37680500000000006,0.20695499999999997,0.180975,0.298809
7GBO6BJdevV7XojDlP7aE8,Thank You Lord (For Being There For Me),Fred Hammond,31,2mI4JRPhTGEZXw3g6dBCtA,Purpose By Design,2000-04-18,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.371,0.746,1,-4.643,1,0.146,0.622,0.0,0.988,0.158,110.476,347667,low,0.523724,0.276766,0.040132,0.230762
5JgoUSDARCcz9yBhcF7euC,Ungrateful,Deitrick Haddon,16,1WBCOU7em7eF48hAk3i5FD,Revealed,2008-09-02,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.701,0.747,4,-5.222,0,0.0337,0.0223,0.0,0.119,0.593,97.05,230133,low,0.0090761,0.523647,0.150029,0.0156323
0ZD5LFsk2PMHicGH8MWRN8,We're Blessed,Fred Hammond,50,0BrE1eS3LplGo2OnLPa2j4,Nothing But The Hits: Fred Hammond,2003-09-07,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.325,0.974,8,-5.035,1,0.127,0.00445,1.55e-06,0.617,0.662,186.632,342467,medium,0.0015040999999999998,0.31655,0.017212000000000015,0.00144625
6j8k5yjxYXg5zxDOPoii5K,When You Praise,Fred Hammond,33,2mI4JRPhTGEZXw3g6dBCtA,Purpose By Design,2000-04-18,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.499,0.685,5,-4.499,1,0.0613,0.522,0.0,0.564,0.422,112.854,378187,low,0.30171600000000004,0.34181500000000004,0.13292999999999996,0.260478
2pOePcBrwKN8MK485fTpCw,We Need You (Y'anna Crawley W/ Friends),YAnna Crawley,8,3BxthaKcxOKW5dPjzkG9LD,We Need You (Y'anna Crawley W/ Friends),2017-10-20,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.399,0.696,9,-5.827,1,0.114,0.00513,0.0,0.235,0.454,88.679,224870,low,0.0028009800000000002,0.277704,0.13801600000000003,0.00204687
1fk9AKBSB4mdp4XsDPBzDK,Awesome - Celebration Of Gospel Mix,Charles Jenkins & Fellowship Chicago,35,6MinUTkWXz2MV3s3JmwG3Z,Awesome,2013-01-01,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.545,0.896,1,-5.07,0,0.138,0.0264,0.0,0.49,0.334,127.961,334013,medium,0.017582399999999998,0.48832000000000003,0.034735999999999996,0.014388000000000001
46M5kzyKato43lawMeFGSo,For My God (feat. Jennifer Hudson),Empire Cast,22,3v2uuSLEPbCXLtZxVrGKcd,Empire: The Complete Season 1,2015-09-11,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.402,0.939,9,-3.247,0,0.337,0.0131,0.0,0.144,0.521,200.425,169440,low,0.0062749,0.377478,0.03178100000000003,0.0052662
5KWQGcYKpIIbM4XK1qAe8c,Troubled World (feat. Kelly Price & Jessica Reedy),Faith Evans,7,1xnpkmZuNX5VBCE2savkE1,Gospelflava.com Presents Something On The Inside,2010-10-25,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.469,0.544,0,-9.966,1,0.0788,0.0197,0.0,0.313,0.343,75.086,236320,low,0.0129429,0.25513600000000003,0.156408,0.009239299999999999
2j8xh3KCpo1erHwHFqkMHD,Favor of God,Angie Stone,5,1xnpkmZuNX5VBCE2savkE1,Gospelflava.com Presents Something On The Inside,2010-10-25,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.609,0.681,5,-5.73,1,0.0699,0.0537,0.0,0.29,0.624,84.972,233667,low,0.0201912,0.414729,0.19905599999999996,0.0327033
5ZRYj1vl96gVbSlB7GpmZw,"Endow Me (feat. Fantasia, Faith Evans & Lil' Mo)",Coko,12,1xnpkmZuNX5VBCE2savkE1,Gospelflava.com Presents Something On The Inside,2010-10-25,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.428,0.475,11,-5.799,1,0.0458,0.0969,0.0,0.0708,0.238,79.09,418467,low,0.0738378,0.20329999999999998,0.12495,0.0414732
3TB8yVojTVj22vvAg5JBvP,Testimony,Mary J. Blige,6,1xnpkmZuNX5VBCE2savkE1,Gospelflava.com Presents Something On The Inside,2010-10-25,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.375,0.544,11,-9.228,0,0.183,0.678,0.0,0.324,0.425,78.949,300547,low,0.38985,0.20400000000000001,0.19379999999999997,0.25425000000000003
1JW1HkmhfAqtohhvOioLMB,Love Thang,Michelle Williams,4,1xnpkmZuNX5VBCE2savkE1,Gospelflava.com Presents Something On The Inside,2010-10-25,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.726,0.543,6,-5.844,1,0.0443,0.264,0.0,0.0797,0.599,119.825,279147,low,0.10586400000000001,0.394218,0.27374299999999996,0.191664
7gq2OIsDiSYz8d1duJHM14,Pass Me Over,Anthony Hamilton,9,1xnpkmZuNX5VBCE2savkE1,Gospelflava.com Presents Something On The Inside,2010-10-25,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.535,0.558,0,-8.134,1,0.055,0.23,0.0,0.0935,0.489,155.638,402093,low,0.11753000000000001,0.29853,0.21613799999999997,0.12305
7upUctH4DIC2MlljDWFj8C,Today,Ledisi,7,1xnpkmZuNX5VBCE2savkE1,Gospelflava.com Presents Something On The Inside,2010-10-25,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.708,0.675,1,-5.931,1,0.151,0.0294,5.14e-05,0.0496,0.835,92.098,266400,low,0.004851000000000001,0.4779,0.271375,0.0208152
12EWYrmX3WB3NmuS8SC9Zs,Not Alone,Brian McKnight,5,1xnpkmZuNX5VBCE2savkE1,Gospelflava.com Presents Something On The Inside,2010-10-25,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.723,0.34,4,-14.011,1,0.0317,0.739,0.0187,0.107,0.428,118.075,243160,low,0.42270800000000003,0.24582,0.28247999999999995,0.534297
6K8foTY6IF5sPDKxoWQVVs,I Know Who Hold Tomorrow,Kelly Price,8,1xnpkmZuNX5VBCE2savkE1,Gospelflava.com Presents Something On The Inside,2010-10-25,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.346,0.2,8,-11.478,1,0.0312,0.899,0.0,0.197,0.352,82.846,189347,low,0.5825520000000001,0.0692,0.2816,0.311054
5H50Nf8LHHljRZSEZZsKZW,I Get Joy,Coko,7,1xnpkmZuNX5VBCE2savkE1,Gospelflava.com Presents Something On The Inside,2010-10-25,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.659,0.824,6,-5.206,0,0.372,0.0627,0.0,0.176,0.702,95.603,252360,low,0.018684600000000006,0.5430159999999999,0.12355200000000002,0.0413193
1439J60iNPIIIN7q6EvmsN,Help Me,Dave Hollister,7,1xnpkmZuNX5VBCE2savkE1,Gospelflava.com Presents Something On The Inside,2010-10-25,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.72,0.726,2,-2.967,1,0.0821,0.0199,0.0,0.059,0.569,84.806,242360,low,0.008576900000000002,0.52272,0.155906,0.014328
1vXowFMghZPxYLY4dozLzY,Never Alone,The High School of Music & Art,0,2nE5WmbSq3qbyDrOpSTlnq,Fame: The Original Soundtrack from the Motion Picture,1980-05-16,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.375,0.625,1,-10.642,1,0.046,0.515,0.0,0.0984,0.406,95.567,203933,low,0.30591,0.234375,0.15225,0.193125
6Pa2clpHusIUFEjtICP9eC,In The Middle,Isaac Carree,42,3pBd5ti7lrxRraYszasTDg,Uncommon Me,2011-08-23,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.851,0.789,11,-3.812,1,0.0675,0.0848,0.0,0.18,0.955,119.989,226080,medium,0.0038160000000000034,0.671439,0.20150499999999996,0.0721648
1yLyf9SqDF7qGxHb9OQGST,I Need An Angel,Ruben Studdard,29,1zc9Bicds4da6pzuAsE8A4,I Need An Angel,2004-10-18,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.618,0.679,11,-4.68,1,0.0335,0.225,0.0,0.0867,0.38,112.699,291707,low,0.1395,0.41962200000000005,0.12197999999999998,0.13905
62yCF7A8NhNsbThwIu4m6y,Thank You Lord,Tamar Braxton,27,1783Mxpt38yxafCtFlgHNF,Love and War,2013-09-03,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.431,0.723,5,-5.221,1,0.125,0.674,0.0,0.325,0.495,82.3,199947,low,0.34037,0.311613,0.13711500000000001,0.29049400000000003
63SjWAAlHJSsGVahZRGMfa,Heard a Word,Michelle Williams,25,2AKIOgc7sL3yzA7AElE1SS,Heart to Yours,2002,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.633,0.396,0,-7.585,1,0.0775,0.0786,0.000338,0.207,0.272,59.82,296627,low,0.0572208,0.250668,0.16428800000000002,0.0497538
7ILH9xthuxo4i4bTXpwDcZ,Gracefully Broken,Tasha Cobbs Leonard,50,39UpQWkYwByspw53CTZDis,Heart. Passion. Pursuit.,2017-08-25,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.259,0.436,10,-7.216,1,0.035,0.0994,0.0,0.292,0.152,78.096,376667,medium,0.0842912,0.112924,0.08572800000000001,0.025744600000000003
